Site,Date,Method,Throws,Rope Length_m,FlowMeterBegin,FlowMeterEnd,MeshSize_Microns,RingSize_cm,TotalVolume_ml,SplitFraction,Volumesubsampled_ml,Phylum,Class,Subclass,Order,Family,Genus,Species,male/female,LifeStage,abundance,Gravid_Y_N,Total_eggs,QC,
Knaggs,2/24/20,net throw,4,5,-,-,153,30,300,1,1,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepidite,12,,,Y,
Knaggs,2/24/20,net throw,4,5,-,-,153,30,300,1,1,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,adult,1,,,Y,
Knaggs,2/24/20,net throw,4,5,-,-,153,30,300,1,1,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Daphnia,pulex,,adult,69,,,Y,
Knaggs,2/24/20,net throw,4,5,-,-,153,30,300,1,1,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Ceriodaphnia,ceriodaphnia,,adult,64,,,Y,
Knaggs,2/24/20,net throw,4,5,-,-,153,30,300,1,1,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Simocephalus,simocephalus,,adult,2,,,Y,
Knaggs,2/24/20,net throw,4,5,-,-,153,30,300,1,1,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,,adult,318,,,Y,
Knaggs,2/24/20,net throw,4,5,-,-,153,30,300,1,1,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,,adult,1,,,Y,
Knaggs,2/24/20,net throw,4,5,-,-,153,30,300,1,1,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Daphniidae,daphniidae,,embryo,5,,,Y,
Knaggs,2/24/20,net throw,4,5,-,-,153,30,300,1,1,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,rotifera,,adult,3,,,Y,
MOK-US-RR,2/24/20,net throw,4,5,124024,126314,153,30,50,1,11,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,copepidite,23,,,Y,
MOK-US-RR,2/24/20,net throw,4,5,124024,126314,153,30,50,1,11,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,adult,1,,,Y,
MOK-US-RR,2/24/20,net throw,4,5,124024,126314,153,30,50,1,11,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepidite,105,,,Y,
MOK-US-RR,2/24/20,net throw,4,5,124024,126314,153,30,50,1,11,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,adult,10,,,Y,
MOK-US-RR,2/24/20,net throw,4,5,124024,126314,153,30,50,1,11,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,cyclopoida,,nauplii,23,,,Y,
MOK-US-RR,2/24/20,net throw,4,5,124024,126314,153,30,50,1,11,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,,nauplii,12,,,Y,
MOK-US-RR,2/24/20,net throw,4,5,124024,126314,153,30,50,1,11,Arthropoda,Maxillopoda,Copepoda,Harpacticoida,Harpacticoida,Harpacticoida,harpacticoida,,adult,2,,,Y,
MOK-US-RR,2/24/20,net throw,4,5,124024,126314,153,30,50,1,11,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Daphnia,pulex,,adult,1,,,Y,
MOK-US-RR,2/24/20,net throw,4,5,124024,126314,153,30,50,1,11,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Ceriodaphnia,ceriodaphnia,,adult,1,,,Y,
MOK-US-RR,2/24/20,net throw,4,5,124024,126314,153,30,50,1,11,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Simocephalus,simocephalus,,adult,1,,,Y,
MOK-US-RR,2/24/20,net throw,4,5,124024,126314,153,30,50,1,11,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,,adult,19,,,Y,
MOK-US-RR,2/24/20,net throw,4,5,124024,126314,153,30,50,1,11,Arthropoda,Branchipoda,0,Cladocera,Sididae,sida,sida,,adult,1,,,Y,
MOK-US-RR,2/24/20,net throw,4,5,124024,126314,153,30,50,1,11,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,,adult,11,,,Y,
MOK-US-RR,2/24/20,net throw,4,5,124024,126314,153,30,50,1,11,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Alona,alona,,adult,1,,,Y,
MOK-US-RR,2/24/20,net throw,4,5,124024,126314,153,30,50,1,11,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,,adult,10,,,Y,
MOK-US-RR,2/24/20,net throw,4,5,124024,126314,153,30,50,1,11,Arthopoda,Ostracoda,Podacopa,Podacopida,Cyprididae,Cypridopsis,cypridopsis,,adult,1,,,Y,
MOK-US-RR,2/24/20,net throw,4,5,124024,126314,153,30,50,1,11,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,rotifera,,adult,6,,,Y,
MOK-US-RR,2/24/20,net throw,4,5,124024,126314,153,30,50,1,11,Arthropoda,Arachnida,acari,Hydracarina,0,0,acari,,adult,2,,,Y,
MOK-US-RR,2/24/20,net throw,4,5,124024,126314,153,30,50,1,11,Arthopoda,Insecta,0,Diptera,Chironomidae,Chironomidae,chironomidae,,larvae,8,,,Y,
MOK-US-RR,2/24/20,net throw,4,5,124024,126314,153,30,50,1,11,Annelida,oligocheate,oligocheate,oligocheate,oligocheate,oligocheate,oligochaeta,,adult,4,,,Y,
MOK-US-RR,2/24/20,net throw,4,5,124024,126314,153,30,50,1,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,aphid,,adult,1,,,Y,
MOK-US-RR,2/24/20,net throw,4,5,124024,126314,153,30,50,1,11,Arthopoda,Insecta,0,Diptera,Simuliidae,Simuliidae,Simuliidae,,larvae,3,,,Y,
MOK-US-RR,2/24/20,net throw,4,5,124024,126314,153,30,50,1,11,Arthropoda,Insecta,0,Ephemeroptera,Ephemeroptera,Ephemeroptera,ephemeroptera,,nymph,1,,,Y,
MOK-US-RR,2/24/20,net throw,4,5,124024,126314,153,30,50,1,11,Arthropoda,Insecta,0,Collembola,Collembola,Collembola,Collembola,,adult,1,,,Y,
MOK-US-RR,2/24/20,net throw,4,5,124024,126314,153,30,50,1,11,Arthopoda,Insecta,0,0,0,0,terrestrial,,adult,1,,,Y,
SAC-FREMONT,2/25/20,net throw,4,5,154393,155732,153,30,100,1,20,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,copepidite,3,,,Y,
SAC-FREMONT,2/25/20,net throw,4,5,154393,155732,153,30,100,1,20,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,adult,2,,,Y,
SAC-FREMONT,2/25/20,net throw,4,5,154393,155732,153,30,100,1,20,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepidite,101,,,Y,
SAC-FREMONT,2/25/20,net throw,4,5,154393,155732,153,30,100,1,20,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,adult,8,,,Y,
SAC-FREMONT,2/25/20,net throw,4,5,154393,155732,153,30,100,1,20,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,,nauplii,7,,,Y,
SAC-FREMONT,2/25/20,net throw,4,5,154393,155732,153,30,100,1,20,Arthropoda,Maxillopoda,Copepoda,Harpacticoida,Harpacticoida,Harpacticoida,harpacticoida,,adult,3,,,Y,
SAC-FREMONT,2/25/20,net throw,4,5,154393,155732,153,30,100,1,20,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Daphnia,pulex,,adult,12,,,Y,
SAC-FREMONT,2/25/20,net throw,4,5,154393,155732,153,30,100,1,20,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Ceriodaphnia,ceriodaphnia,,adult,27,,,Y,
SAC-FREMONT,2/25/20,net throw,4,5,154393,155732,153,30,100,1,20,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Simocephalus,simocephalus,,adult,3,,,Y,
SAC-FREMONT,2/25/20,net throw,4,5,154393,155732,153,30,100,1,20,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,,adult,1,,,Y,
SAC-FREMONT,2/25/20,net throw,4,5,154393,155732,153,30,100,1,20,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,,adult,22,,,Y,
SAC-FREMONT,2/25/20,net throw,4,5,154393,155732,153,30,100,1,20,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Alona,alona,,adult,3,,,Y,
SAC-FREMONT,2/25/20,net throw,4,5,154393,155732,153,30,100,1,20,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,,adult,9,,,Y,
SAC-FREMONT,2/25/20,net throw,4,5,154393,155732,153,30,100,1,20,Arthropoda,Branchipoda,0,Cladocera,Ilyocryptidae,ilyocryptus,ilyocryptus,,adult,1,,,Y,
SAC-FREMONT,2/25/20,net throw,4,5,154393,155732,153,30,100,1,20,Arthopoda,Ostracoda,Podacopa,Podacopida,Cyprididae,Eucypris,eucypris,,adult,2,,,Y,
SAC-FREMONT,2/25/20,net throw,4,5,154393,155732,153,30,100,1,20,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,rotifera,,adult,8,,,Y,
SAC-FREMONT,2/25/20,net throw,4,5,154393,155732,153,30,100,1,20,Arthopoda,Insecta,0,Diptera,Chironomidae,Chironomidae,chironomidae,,larvae,4,,,Y,
SAC-FREMONT,2/25/20,net throw,4,5,154393,155732,153,30,100,1,20,Nematoda,Nematoda,Nematoda,Nematoda,Nematoda,Nematoda,nematoda,,adult,1,,,Y,
SAC-FREMONT,2/25/20,net throw,4,5,154393,155732,153,30,100,1,20,Arthopoda,Malacostraca,0,Amphipoda,Hyalellidae,Hyalella,Hyalella,,adult,1,,,Y,
SAC-FREMONT,2/25/20,net throw,4,5,154393,155732,153,30,100,1,20,Arthropoda,Insecta,0,Collembola,Collembola,Collembola,Collembola,,adult,1,,,Y,
BABYMARSH,3/2/20,net throw,4,5,160975,163822,153,30,100,1,1,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,copepidite,142,,,Y,
BABYMARSH,3/2/20,net throw,4,5,160975,163822,153,30,100,1,1,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,adult,18,,,Y,
BABYMARSH,3/2/20,net throw,4,5,160975,163822,153,30,100,1,1,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepidite,18,,,Y,
BABYMARSH,3/2/20,net throw,4,5,160975,163822,153,30,100,1,1,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,adult,2,,,Y,
BABYMARSH,3/2/20,net throw,4,5,160975,163822,153,30,100,1,1,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,cyclopoida,,nauplii,4,,,Y,
BABYMARSH,3/2/20,net throw,4,5,160975,163822,153,30,100,1,1,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,,nauplii,16,,,Y,
BABYMARSH,3/2/20,net throw,4,5,160975,163822,153,30,100,1,1,Arthropoda,Maxillopoda,Copepoda,Harpacticoida,Harpacticoida,Harpacticoida,harpacticoida,,adult,13,,,Y,
BABYMARSH,3/2/20,net throw,4,5,160975,163822,153,30,100,1,1,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Daphnia,pulex,,adult,1,,,Y,
BABYMARSH,3/2/20,net throw,4,5,160975,163822,153,30,100,1,1,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Ceriodaphnia,ceriodaphnia,,adult,1,,,Y,
BABYMARSH,3/2/20,net throw,4,5,160975,163822,153,30,100,1,1,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Simocephalus,simocephalus,,adult,1,,,Y,
BABYMARSH,3/2/20,net throw,4,5,160975,163822,153,30,100,1,1,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,,adult,1,,,Y,
BABYMARSH,3/2/20,net throw,4,5,160975,163822,153,30,100,1,1,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,,adult,46,,,Y,
BABYMARSH,3/2/20,net throw,4,5,160975,163822,153,30,100,1,1,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,,adult,3,,,Y,
BABYMARSH,3/2/20,net throw,4,5,160975,163822,153,30,100,1,1,Arthopoda,Ostracoda,Podacopa,Podacopida,Cyprididae,Eucypris,eucypris,,adult,1,,,Y,
BABYMARSH,3/2/20,net throw,4,5,160975,163822,153,30,100,1,1,Arthopoda,Insecta,0,Diptera,Chironomidae,Chironomidae,chironomidae,,larvae,2,,,Y,
COS-BEACH,3/2/20,net throw,4,5,187964,189694,153,30,100,1,2,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepidite,166,,,Y,
COS-BEACH,3/2/20,net throw,4,5,187964,189694,153,30,100,1,3,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,copepidite,20,,,Y,
COS-BEACH,3/2/20,net throw,4,5,187964,189694,153,30,100,1,3,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,adult,7,,,Y,
COS-BEACH,3/2/20,net throw,4,5,187964,189694,153,30,100,1,3,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,adult,8,,,Y,
COS-BEACH,3/2/20,net throw,4,5,187964,189694,153,30,100,1,3,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,,nauplii,12,,,Y,
COS-BEACH,3/2/20,net throw,4,5,187964,189694,153,30,100,1,3,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Daphnia,pulex,,adult,5,,,Y,
COS-BEACH,3/2/20,net throw,4,5,187964,189694,153,30,100,1,3,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Ceriodaphnia,ceriodaphnia,,adult,4,,,Y,
COS-BEACH,3/2/20,net throw,4,5,187964,189694,153,30,100,1,3,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,,adult,22,,,Y,
COS-BEACH,3/2/20,net throw,4,5,187964,189694,153,30,100,1,3,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,,adult,5,,,Y,
COS-BEACH,3/2/20,net throw,4,5,187964,189694,153,30,100,1,3,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,,adult,5,,,Y,
COS-BEACH,3/2/20,net throw,4,5,187964,189694,153,30,100,1,3,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Daphniidae,daphniidae,,embryo,2,,,Y,
COS-BEACH,3/2/20,net throw,4,5,187964,189694,153,30,100,1,3,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,rotifera,,adult,5,,,Y,
COS-BEACH,3/2/20,net throw,4,5,187964,189694,153,30,100,1,3,Arthopoda,Insecta,0,0,0,0,terrestrial,,adult,1,,,Y,
Knaggs,3/2/20,net throw,4,5,159165,160037,153,30,300,0.125,3,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,copepidite,1,,,Y,
Knaggs,3/2/20,net throw,4,5,159165,160037,153,30,300,0.125,3,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepidite,15,,,Y,
Knaggs,3/2/20,net throw,4,5,159165,160037,153,30,300,0.125,3,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,,nauplii,5,,,Y,
Knaggs,3/2/20,net throw,4,5,159165,160037,153,30,300,0.125,3,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Daphnia,pulex,,adult,20,,,Y,
Knaggs,3/2/20,net throw,4,5,159165,160037,153,30,300,0.125,3,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Ceriodaphnia,ceriodaphnia,,adult,44,,,Y,
Knaggs,3/2/20,net throw,4,5,159165,160037,153,30,300,0.125,3,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Simocephalus,simocephalus,,adult,2,,,Y,
Knaggs,3/2/20,net throw,4,5,159165,160037,153,30,300,0.125,3,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,,adult,1,,,Y,
Knaggs,3/2/20,net throw,4,5,159165,160037,153,30,300,0.125,3,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,,adult,109,,,Y,
Knaggs,3/2/20,net throw,4,5,159165,160037,153,30,300,0.125,3,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Daphniidae,daphniidae,,embryo,1,,,Y,
Knaggs,3/2/20,net throw,4,5,159165,160037,153,30,300,0.125,3,Arthopoda,Ostracoda,Podacopa,Podacopida,Cyprididae,Eucypris,eucypris,,adult,4,,,Y,
Knaggs,3/2/20,net throw,4,5,159165,160037,153,30,300,0.125,3,Arthopoda,Insecta,0,Hemiptera,Corixidae,Corixidae,corixidae,,adult,1,,,Y,
MOK-US-RR,3/2/20,net throw,4,5,175456,177916,153,30,50,1,50,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,copepidite,117,,,Y,
MOK-US-RR,3/2/20,net throw,4,5,175456,177916,153,30,50,1,50,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,adult,7,,,Y,
MOK-US-RR,3/2/20,net throw,4,5,175456,177916,153,30,50,1,50,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepidite,93,,,Y,
MOK-US-RR,3/2/20,net throw,4,5,175456,177916,153,30,50,1,50,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,adult,8,,,Y,
MOK-US-RR,3/2/20,net throw,4,5,175456,177916,153,30,50,1,50,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,cyclopoida,,nauplii,17,,,Y,
MOK-US-RR,3/2/20,net throw,4,5,175456,177916,153,30,50,1,50,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,,nauplii,9,,,Y,
MOK-US-RR,3/2/20,net throw,4,5,175456,177916,153,30,50,1,50,Arthropoda,Maxillopoda,Copepoda,Harpacticoida,Harpacticoida,Harpacticoida,harpacticoida,,adult,35,,,Y,
MOK-US-RR,3/2/20,net throw,4,5,175456,177916,153,30,50,1,50,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Daphnia,pulex,,adult,1,,,Y,
MOK-US-RR,3/2/20,net throw,4,5,175456,177916,153,30,50,1,50,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Ceriodaphnia,ceriodaphnia,,adult,1,,,Y,
MOK-US-RR,3/2/20,net throw,4,5,175456,177916,153,30,50,1,50,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,,adult,6,,,Y,
MOK-US-RR,3/2/20,net throw,4,5,175456,177916,153,30,50,1,50,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,,adult,81,,,Y,
MOK-US-RR,3/2/20,net throw,4,5,175456,177916,153,30,50,1,50,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Alona,alona,,adult,12,,,Y,
MOK-US-RR,3/2/20,net throw,4,5,175456,177916,153,30,50,1,50,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,,adult,7,,,Y,
MOK-US-RR,3/2/20,net throw,4,5,175456,177916,153,30,50,1,50,Arthropoda,Branchipoda,0,Cladocera,Ilyocryptidae,ilyocryptus,ilyocryptus,,adult,1,,,Y,
MOK-US-RR,3/2/20,net throw,4,5,175456,177916,153,30,50,1,50,Arthopoda,Ostracoda,Podacopa,Podacopida,Cyprididae,Eucypris,eucypris,,adult,1,,,Y,
MOK-US-RR,3/2/20,net throw,4,5,175456,177916,153,30,50,1,50,Arthropoda,Arachnida,acari,Hydracarina,0,0,acari,,adult,57,,,Y,
MOK-US-RR,3/2/20,net throw,4,5,175456,177916,153,30,50,1,50,Arthopoda,Insecta,0,Diptera,Chironomidae,Chironomidae,chironomidae,,larvae,46,,,Y,
MOK-US-RR,3/2/20,net throw,4,5,175456,177916,153,30,50,1,50,Molussca,Gastropoda,Gastropoda,Gastropoda,Gastropoda,Gastropoda,gastropoda,,adult,1,,,Y,
MOK-US-RR,3/2/20,net throw,4,5,175456,177916,153,30,50,1,50,Arthropoda,Insecta,Pterygota,Thysanoptera,0,0,thysanoptera,,adult,19,,,Y,
MOK-US-RR,3/2/20,net throw,4,5,175456,177916,153,30,50,1,50,Arthropoda,Insecta,0,Collembola,Collembola,Collembola,Collembola,,adult,47,,,Y,
MOK-US-RR,3/2/20,net throw,4,5,175456,177916,153,30,50,1,50,Arthopoda,Insecta,0,0,0,0,terrestrial,,adult,45,,,Y,
MOK-US-RR,3/2/20,net throw,4,5,175456,177916,153,30,50,1,50,Arthropoda,Insecta,0,Ephemeroptera,Ephemeroptera,Ephemeroptera,ephemeroptera,,nymph,2,,,Y,
MOK-US-RR,3/2/20,net throw,4,5,175456,177916,153,30,50,1,50,Arthopoda,Insecta,0,Hemiptera,Hemiptera,Hemiptera,Hemiptera,,adult,4,,,Y,
MOK-US-RR,3/2/20,net throw,4,5,175456,177916,153,30,50,1,50,Arthopoda,Insecta,0,Diptera,Simuliidae,Simuliidae,Simuliidae,,larvae,10,,,Y,
MOK-US-RR,3/2/20,net throw,4,5,175456,177916,153,30,50,1,50,Arthopoda,Insecta,0,Hemiptera,Aphidoidea,Aphidoidea,Aphidoidea,,adult,6,,,Y,
MOK-US-RR,3/2/20,net throw,4,5,175456,177916,153,30,50,1,50,Arthropoda,Insecta,0,Lepidoptera,0,0,lepidoptera,,larvae,3,,,Y,
MOK-US-RR,3/2/20,net throw,4,5,175456,177916,153,30,50,1,50,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,unknown ,,embryo,2,,,Y,
SAC-FREMONT,3/2/20,net throw,4,5,201098,202717,153,30,100,1,9,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,copepidite,3,,,Y,
SAC-FREMONT,3/2/20,net throw,4,5,201098,202717,153,30,100,1,9,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,adult,2,,,Y,
SAC-FREMONT,3/2/20,net throw,4,5,201098,202717,153,30,100,1,9,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepidite,95,,,Y,
SAC-FREMONT,3/2/20,net throw,4,5,201098,202717,153,30,100,1,9,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,adult,13,,,Y,
SAC-FREMONT,3/2/20,net throw,4,5,201098,202717,153,30,100,1,9,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,cyclopoida,,adult,1,,,Y,
SAC-FREMONT,3/2/20,net throw,4,5,201098,202717,153,30,100,1,9,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,,nauplii,12,,,Y,
SAC-FREMONT,3/2/20,net throw,4,5,201098,202717,153,30,100,1,9,Arthropoda,Maxillopoda,Copepoda,Harpacticoida,Harpacticoida,Harpacticoida,harpacticoida,,adult,1,,,Y,
SAC-FREMONT,3/2/20,net throw,4,5,201098,202717,153,30,100,1,9,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Daphnia,pulex,,adult,1,,,Y,
SAC-FREMONT,3/2/20,net throw,4,5,201098,202717,153,30,100,1,9,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Ceriodaphnia,ceriodaphnia,,adult,19,,,Y,
SAC-FREMONT,3/2/20,net throw,4,5,201098,202717,153,30,100,1,9,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,,adult,14,,,Y,
SAC-FREMONT,3/2/20,net throw,4,5,201098,202717,153,30,100,1,9,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,,adult,73,,,Y,
SAC-FREMONT,3/2/20,net throw,4,5,201098,202717,153,30,100,1,9,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Alona,alona,,adult,6,,,Y,
SAC-FREMONT,3/2/20,net throw,4,5,201098,202717,153,30,100,1,9,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,,adult,14,,,Y,
SAC-FREMONT,3/2/20,net throw,4,5,201098,202717,153,30,100,1,9,Arthropoda,Branchipoda,0,Cladocera,Ilyocryptidae,ilyocryptus,ilyocryptus,,adult,1,,,Y,
SAC-FREMONT,3/2/20,net throw,4,5,201098,202717,153,30,100,1,9,Arthopoda,Ostracoda,Podacopa,Podacopida,Cyprididae,Cypridopsis,cypridopsis,,adult,1,,,Y,
SAC-FREMONT,3/2/20,net throw,4,5,201098,202717,153,30,100,1,9,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,rotifera,,adult,40,,,Y,
SAC-FREMONT,3/2/20,net throw,4,5,201098,202717,153,30,100,1,9,Arthopoda,Insecta,0,Diptera,Chironomidae,Chironomidae,chironomidae,,larvae,3,,,Y,
SAC-FREMONT,3/2/20,net throw,4,5,201098,202717,153,30,100,1,9,Annelida,oligocheate,oligocheate,oligocheate,oligocheate,oligocheate,oligochaeta,,adult,11,,,Y,
SAC-FREMONT,3/2/20,net throw,4,5,201098,202717,153,30,100,1,9,Tardigrades,Tardigrades,Tardigrades,Tardigrades,Tardigrades,Tardigrades,tardigrade,,adult,4,,,Y,
SAC-FREMONT,3/2/20,net throw,4,5,201098,202717,153,30,100,1,9,Arthropoda,Insecta,0,Trichoptera,Hydroptillidae,0,Hydroptillidae,,adult,1,,,Y,
SAC-FREMONT,3/2/20,net throw,4,5,201098,202717,153,30,100,1,9,Arthopoda,Insecta,0,0,0,0,terrestrial,,adult,1,,,Y,
SAC-FREMONT,3/2/20,net throw,4,5,201098,202717,153,30,100,1,9,Arthropoda,Insecta,Pterygota,Thysanoptera,0,0,thysanoptera,,adult,2,,,Y,
BABYMARSH,3/9/20,net throw,4,5,204676,207408,153,30,100,1,2,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,copepidite,137,,,Y,
BABYMARSH,3/9/20,net throw,4,5,204676,207408,153,30,100,1,2,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,adult,82,,,Y,
